subject,accuracy
1,95.83
2,85.00
3,59.17
4,47.50
5,76.67
6,70.83
7,70.00
8,90.00
9,70.00
10,54.17
11,50.00
12,60.00
13,61.67
14,74.17
15,80.00
16,70.83
17,82.50
18,79.17
19,37.50
20,55.00
21,59.17
22,80.00
23,63.33
24,56.67
25,78.33
26,50.00
27,64.17
28,91.67
29,68.33
30,93.33

mean_accuracy,69.17
std_accuracy,14.81
train_time_s,152.67
