subject,accuracy
1,95.83
2,79.17
3,49.17
4,38.33
5,74.17
6,73.33
7,61.67
8,89.17
9,68.33
10,49.17
11,52.50
12,57.50
13,60.83
14,70.83
15,77.50
16,56.67
17,76.67
18,74.17
19,35.83
20,48.33
21,51.67
22,81.67
23,60.00
24,57.50
25,80.83
26,41.67
27,55.83
28,88.33
29,65.00
30,94.17

mean_accuracy,65.53
std_accuracy,16.36
train_time_s,78.30
