subject,accuracy
1,97.50
2,80.83
3,60.00
4,32.50
5,82.50
6,71.67
7,65.83
8,86.67
9,72.50
10,52.50
11,48.33
12,58.33
13,66.67
14,67.50
15,80.83
16,67.50
17,85.83
18,69.17
19,30.00
20,46.67
21,54.17
22,82.50
23,54.17
24,52.50
25,83.33
26,46.67
27,60.83
28,90.00
29,68.33
30,95.83

mean_accuracy,67.06
std_accuracy,17.49
train_time_s,273.12
