subject,accuracy
1,92.50
2,79.17
3,56.67
4,45.83
5,80.00
6,73.33
7,66.67
8,87.50
9,68.33
10,53.33
11,47.50
12,60.00
13,65.00
14,75.83
15,80.83
16,64.17
17,80.00
18,75.00
19,36.67
20,60.83
21,54.17
22,80.83
23,57.50
24,54.17
25,86.67
26,48.33
27,52.50
28,88.33
29,63.33
30,90.00

mean_accuracy,67.50
std_accuracy,15.11
train_time_s,18.09
