subject,accuracy
1,84.17
2,72.50
3,55.00
4,44.17
5,72.50
6,60.00
7,63.33
8,71.67
9,65.83
10,51.67
11,43.33
12,49.17
13,45.83
14,55.83
15,67.50
16,46.67
17,84.17
18,66.67
19,32.50
20,53.33
21,50.83
22,67.50
23,53.33
24,47.50
25,62.50
26,48.33
27,55.00
28,75.83
29,65.83
30,83.33

mean_accuracy,59.86
std_accuracy,13.18
train_time_s,30.05
avg_epoch_time_s,0.6325
early_stopped_epoch,36
mean_inference_time_per_trial_s,0.000013
