subject,accuracy
1,95.00
2,78.33
3,67.50
4,52.50
5,82.50
6,75.00
7,77.50
8,90.00
9,76.67
10,65.00
11,57.50
12,62.50
13,65.83
14,82.50
15,88.33
16,69.17
17,81.67
18,80.00
19,38.33
20,64.17
21,57.50
22,84.17
23,59.17
24,61.67
25,85.83
26,53.33
27,67.50
28,89.17
29,74.17
30,94.17

mean_accuracy,72.56
std_accuracy,13.85
train_time_s,11.29
avg_epoch_time_s,0.6489
early_stopped_epoch,6
mean_inference_time_per_trial_s,0.000012
