subject,accuracy
1,96.67
2,79.17
3,55.83
4,38.33
5,75.83
6,70.83
7,66.67
8,85.00
9,67.50
10,52.50
11,53.33
12,59.17
13,70.00
14,71.67
15,78.33
16,64.17
17,82.50
18,72.50
19,39.17
20,51.67
21,57.50
22,83.33
23,59.17
24,51.67
25,79.17
26,48.33
27,61.67
28,85.00
29,66.67
30,94.17

mean_accuracy,67.25
std_accuracy,15.01
train_time_s,159.45
