subject,accuracy
1,93.33
2,75.83
3,65.00
4,40.00
5,74.17
6,72.50
7,72.50
8,86.67
9,74.17
10,55.83
11,54.17
12,60.83
13,63.33
14,77.50
15,85.00
16,74.17
17,76.67
18,73.33
19,37.50
20,61.67
21,53.33
22,85.00
23,58.33
24,71.67
25,81.67
26,50.00
27,60.83
28,84.17
29,67.50
30,95.83

mean_accuracy,69.42
std_accuracy,14.40
train_time_s,15.34
