subject,accuracy
1,89.17
2,74.17
3,52.50
4,40.00
5,78.33
6,75.00
7,69.17
8,86.67
9,69.17
10,56.67
11,50.83
12,65.00
13,67.50
14,75.83
15,75.83
16,65.83
17,78.33
18,72.50
19,33.33
20,62.50
21,50.83
22,78.33
23,60.00
24,51.67
25,85.83
26,45.83
27,60.00
28,90.00
29,64.17
30,92.50

mean_accuracy,67.25
std_accuracy,15.11
train_time_s,13.53
