subject,accuracy
1,91.67
2,80.83
3,53.33
4,43.33
5,75.00
6,70.83
7,65.00
8,85.00
9,63.33
10,51.67
11,49.17
12,63.33
13,59.17
14,74.17
15,76.67
16,70.00
17,73.33
18,75.00
19,31.67
20,56.67
21,60.83
22,81.67
23,60.00
24,57.50
25,79.17
26,43.33
27,60.83
28,90.83
29,65.00
30,93.33

mean_accuracy,66.72
std_accuracy,15.10
train_time_s,88.76
