subject,accuracy
1,96.67
2,74.17
3,54.17
4,39.17
5,71.67
6,68.33
7,63.33
8,71.67
9,67.50
10,50.83
11,39.17
12,60.83
13,45.83
14,63.33
15,73.33
16,54.17
17,72.50
18,75.00
19,33.33
20,57.50
21,51.67
22,85.00
23,51.67
24,38.33
25,65.00
26,35.00
27,59.17
28,85.00
29,53.33
30,89.17

mean_accuracy,61.53
std_accuracy,16.40
train_time_s,58.84
avg_epoch_time_s,0.9990
early_stopped_epoch,48
mean_inference_time_per_trial_s,0.000037
