subject,accuracy
1,90.00
2,66.67
3,56.67
4,33.33
5,75.83
6,71.67
7,68.33
8,73.33
9,65.00
10,59.17
11,42.50
12,54.17
13,47.50
14,67.50
15,83.33
16,51.67
17,80.00
18,67.50
19,28.33
20,53.33
21,47.50
22,79.17
23,57.50
24,50.00
25,70.00
26,28.33
27,57.50
28,81.67
29,55.83
30,90.00

mean_accuracy,61.78
std_accuracy,16.64
train_time_s,15.87
avg_epoch_time_s,0.2883
early_stopped_epoch,42
mean_inference_time_per_trial_s,0.000028
