subject,accuracy
2,80.83
3,56.67
4,40.00
5,77.50
6,75.83
7,65.00
8,87.50
9,75.00
10,48.33
11,55.83
12,55.83
13,55.83
14,72.50
15,82.50
16,64.17
17,71.67
18,73.33
19,36.67
20,59.17
21,55.00
22,82.50
23,65.00
24,70.83
25,73.33
26,40.83
27,63.33
28,85.83
29,65.00
30,94.17

mean_accuracy,66.55
std_accuracy,14.61
train_time_s,10.28
avg_epoch_time_s,0.3153
early_stopped_epoch,20
mean_inference_time_per_trial_s,0.000027
