subject,accuracy
2,65.00
3,60.83
4,50.00
5,73.33
6,73.33
7,66.67
8,75.83
9,68.33
10,65.00
11,45.00
12,49.17
13,65.83
14,68.33
15,66.67
16,54.17
17,72.50
18,74.17
19,36.67
20,35.83
21,44.17
22,75.00
23,47.50
24,64.17
25,61.67
26,57.50
27,58.33
28,77.50
29,55.00
30,84.17

mean_accuracy,61.78
std_accuracy,12.49
train_time_s,10.83
avg_epoch_time_s,0.3223
early_stopped_epoch,21
mean_inference_time_per_trial_s,0.000028
