subject,accuracy
2,77.50
3,65.00
4,48.33
5,75.83
6,71.67
7,76.67
8,83.33
9,74.17
10,55.83
11,48.33
12,55.83
13,60.83
14,78.33
15,85.00
16,66.67
17,83.33
18,70.83
19,28.33
20,72.50
21,54.17
22,79.17
23,57.50
24,49.17
25,77.50
26,45.83
27,65.83
28,86.67
29,67.50
30,95.00

mean_accuracy,67.47
std_accuracy,15.02
train_time_s,16.39
avg_epoch_time_s,0.3772
early_stopped_epoch,31
mean_inference_time_per_trial_s,0.000044
