subject,accuracy
1,91.67
2,75.83
3,47.50
4,37.50
5,71.67
6,71.67
7,68.33
8,72.50
9,60.83
10,45.00
11,50.83
12,53.33
13,51.67
14,61.67
15,70.83
16,49.17
17,72.50
18,65.83
19,35.83
20,42.50
21,48.33
22,75.83
23,50.00
24,40.83
25,66.67
26,35.83
27,50.83
28,80.83
29,55.00
30,85.83

mean_accuracy,59.56
std_accuracy,15.36
train_time_s,89.13
