subject,accuracy
1,93.33
2,63.33
3,50.00
4,40.83
5,67.50
6,69.17
7,65.83
8,79.17
9,67.50
10,50.00
11,40.83
12,55.83
13,50.00
14,65.00
15,72.50
16,52.50
17,72.50
18,67.50
19,35.00
20,52.50
21,54.17
22,75.00
23,46.67
24,39.17
25,70.00
26,48.33
27,52.50
28,89.17
29,55.83
30,80.83

mean_accuracy,60.75
std_accuracy,14.80
train_time_s,14.06
