subject,accuracy
1,41.67
2,25.00
3,36.67
4,24.17
5,21.67
6,42.50
7,24.17
8,31.67
9,16.67
10,51.67
11,24.17
12,15.00
13,32.50
14,45.00
15,52.50
16,30.83
17,41.67
18,29.17
19,25.83
20,34.17
21,22.50
22,38.33
23,20.00
24,73.33
25,46.67
26,24.17
27,35.00
28,37.50
29,49.17
30,30.00

mean_accuracy,34.11
std_accuracy,12.70
train_time_s,13.19
