subject,accuracy
1,75.00
2,49.17
3,53.33
4,31.67
5,58.33
6,60.00
7,46.67
8,70.00
9,49.17
10,63.33
11,41.67
12,37.50
13,55.83
14,71.67
15,80.00
16,46.67
17,64.17
18,54.17
19,25.83
20,43.33
21,42.50
22,64.17
23,29.17
24,81.67
25,64.17
26,33.33
27,53.33
28,72.50
29,69.17
30,75.00

mean_accuracy,55.42
std_accuracy,15.56
train_time_s,12.86
