subject,accuracy
1,87.50
2,70.83
3,67.50
4,50.00
5,76.67
6,72.50
7,65.83
8,79.17
9,70.00
10,55.83
11,53.33
12,60.83
13,70.00
14,79.17
15,85.00
16,68.33
17,77.50
18,76.67
19,40.00
20,65.00
21,67.50
22,75.00
23,60.00
24,54.17
25,80.83
26,49.17
27,64.17
28,85.83
29,70.00
30,92.50

mean_accuracy,69.03
std_accuracy,12.40
train_time_s,22.15
avg_epoch_time_s,0.5462
early_stopped_epoch,29
mean_inference_time_per_trial_s,0.000024
