subject,accuracy
1,65.83
2,55.00
3,25.00
4,27.50
5,50.83
6,70.00
7,58.33
8,55.83
9,50.00
10,28.33
11,48.33
12,41.67
13,39.17
14,57.50
15,58.33
16,55.83
17,55.83
18,47.50
19,31.67
20,86.67
21,42.50
22,62.50
23,71.67
24,40.00
25,80.00
26,28.33
27,55.00
28,55.83
29,34.17
30,85.83

mean_accuracy,52.17
std_accuracy,16.67
train_time_s,22.30
avg_epoch_time_s,0.5500
early_stopped_epoch,29
mean_inference_time_per_trial_s,0.000028
