subject,accuracy
1,95.83
2,80.83
3,68.33
4,49.17
5,80.83
6,75.83
7,73.33
8,89.17
9,75.83
10,63.33
11,59.17
12,63.33
13,70.00
14,80.83
15,91.67
16,74.17
17,85.00
18,76.67
19,40.83
20,64.17
21,60.00
22,85.83
23,62.50
24,62.50
25,87.50
26,52.50
27,66.67
28,90.00
29,69.17
30,93.33

mean_accuracy,72.94
std_accuracy,13.80
train_time_s,21.60
avg_epoch_time_s,0.5328
early_stopped_epoch,29
mean_inference_time_per_trial_s,0.000031
