subject,accuracy
1,59.17
2,35.00
3,40.83
4,30.83
5,40.00
6,50.83
7,34.17
8,55.00
9,20.83
10,60.00
11,35.83
12,25.83
13,41.67
14,62.50
15,63.33
16,36.67
17,50.83
18,35.83
19,25.00
20,47.50
21,32.50
22,48.33
23,33.33
24,82.50
25,60.00
26,25.83
27,45.83
28,57.50
29,66.67
30,61.67

mean_accuracy,45.53
std_accuracy,14.97
train_time_s,22.41
avg_epoch_time_s,0.5466
early_stopped_epoch,29
mean_inference_time_per_trial_s,0.000029
