subject,accuracy
1,45.00
2,25.83
3,34.17
4,28.33
5,28.33
6,40.83
7,23.33
8,42.50
9,19.17
10,53.33
11,25.83
12,17.50
13,33.33
14,49.17
15,54.17
16,34.17
17,40.00
18,30.83
19,23.33
20,44.17
21,23.33
22,35.00
23,27.50
24,76.67
25,49.17
26,23.33
27,41.67
28,43.33
29,53.33
30,41.67

mean_accuracy,36.94
std_accuracy,13.07
train_time_s,22.05
avg_epoch_time_s,0.5448
early_stopped_epoch,29
mean_inference_time_per_trial_s,0.000029
