subject,accuracy
1,92.50
2,82.50
3,58.33
4,53.33
5,82.50
6,75.00
7,75.83
8,87.50
9,76.67
10,62.50
11,60.83
12,65.83
13,68.33
14,83.33
15,82.50
16,65.00
17,83.33
18,79.17
19,35.00
20,74.17
21,59.17
22,85.00
23,60.00
24,72.50
25,87.50
26,49.17
27,68.33
28,84.17
29,69.17
30,95.00

mean_accuracy,72.47
std_accuracy,13.77
train_time_s,20.64
avg_epoch_time_s,0.4832
early_stopped_epoch,31
mean_inference_time_per_trial_s,0.000028
