subject,accuracy
1,91.67
2,80.00
3,67.50
4,45.83
5,85.00
6,74.17
7,75.83
8,90.83
9,75.83
10,60.00
11,56.67
12,62.50
13,64.17
14,74.17
15,90.00
16,66.67
17,81.67
18,73.33
19,37.50
20,72.50
21,57.50
22,88.33
23,60.83
24,68.33
25,86.67
26,50.00
27,74.17
28,86.67
29,68.33
30,95.83

mean_accuracy,72.08
std_accuracy,14.39
train_time_s,22.68
avg_epoch_time_s,0.4962
early_stopped_epoch,34
mean_inference_time_per_trial_s,0.000049
