subject,accuracy
1,91.67
2,82.50
3,54.17
4,42.50
5,75.00
6,77.50
7,70.83
8,86.67
9,69.17
10,55.83
11,50.00
12,65.83
13,65.00
14,77.50
15,85.00
16,64.17
17,83.33
18,74.17
19,33.33
20,73.33
21,55.83
22,84.17
23,59.17
24,55.83
25,89.17
26,44.17
27,68.33
28,86.67
29,65.83
30,95.00

mean_accuracy,69.39
std_accuracy,15.72
train_time_s,34.17
avg_epoch_time_s,0.4827
early_stopped_epoch,59
mean_inference_time_per_trial_s,0.000024
