subject,accuracy
1,95.83
2,75.00
3,49.17
4,37.50
5,77.50
6,70.00
7,58.33
8,88.33
9,66.67
10,53.33
11,45.00
12,57.50
13,63.33
14,74.17
15,78.33
16,59.17
17,73.33
18,75.00
19,33.33
20,55.83
21,50.00
22,82.50
23,59.17
24,56.67
25,82.50
26,41.67
27,64.17
28,89.17
29,64.17
30,94.17

mean_accuracy,65.69
std_accuracy,16.49
train_time_s,85.22
avg_epoch_time_s,0.8406
early_stopped_epoch,96
mean_inference_time_per_trial_s,0.000033
