subject,accuracy
1,95.83
2,80.00
3,55.00
4,40.83
5,79.17
6,76.67
7,68.33
8,93.33
9,70.83
10,58.33
11,49.17
12,68.33
13,67.50
14,78.33
15,84.17
16,69.17
17,82.50
18,73.33
19,28.33
20,58.33
21,56.67
22,89.17
23,56.67
24,54.17
25,83.33
26,51.67
27,69.17
28,94.17
29,71.67
30,94.17

mean_accuracy,69.94
std_accuracy,16.68
train_time_s,163.90
avg_epoch_time_s,3.6165
early_stopped_epoch,35
mean_inference_time_per_trial_s,0.000038
