subject,accuracy
1,95.00
2,73.33
3,51.67
4,41.67
5,78.33
6,75.00
7,65.83
8,84.17
9,67.50
10,55.83
11,46.67
12,62.50
13,65.83
14,69.17
15,79.17
16,56.67
17,73.33
18,73.33
19,31.67
20,59.17
21,52.50
22,81.67
23,55.83
24,47.50
25,67.50
26,45.83
27,62.50
28,87.50
29,57.50
30,88.33

mean_accuracy,65.08
std_accuracy,15.15
train_time_s,57.57
avg_epoch_time_s,1.6674
early_stopped_epoch,24
mean_inference_time_per_trial_s,0.000038
