subject,accuracy
1,93.33
2,70.00
3,50.83
4,37.50
5,81.67
6,75.00
7,71.67
8,85.83
9,70.83
10,54.17
11,49.17
12,55.83
13,69.17
14,73.33
15,79.17
16,59.17
17,81.67
18,67.50
19,30.83
20,58.33
21,56.67
22,85.83
23,60.00
24,50.83
25,78.33
26,41.67
27,65.00
28,84.17
29,65.00
30,93.33

mean_accuracy,66.53
std_accuracy,16.08
train_time_s,17.69
avg_epoch_time_s,0.3604
early_stopped_epoch,36
mean_inference_time_per_trial_s,0.000044
