subject,accuracy
1,89.17
2,72.50
3,56.67
4,44.17
5,78.33
6,75.00
7,75.83
8,82.50
9,70.00
10,55.00
11,52.50
12,62.50
13,60.83
14,73.33
15,83.33
16,61.67
17,80.83
18,70.00
19,30.83
20,64.17
21,53.33
22,85.83
23,62.50
24,59.17
25,77.50
26,43.33
27,66.67
28,86.67
29,64.17
30,94.17

mean_accuracy,67.75
std_accuracy,14.79
train_time_s,11.65
avg_epoch_time_s,0.3485
early_stopped_epoch,21
mean_inference_time_per_trial_s,0.000026
