subject,accuracy
1,92.50
2,70.83
3,45.83
4,40.83
5,72.50
6,77.50
7,69.17
8,79.17
9,72.50
10,55.00
11,37.50
12,58.33
13,66.67
14,74.17
15,84.17
16,62.50
17,79.17
18,73.33
19,35.00
20,62.50
21,47.50
22,82.50
23,60.83
24,47.50
25,79.17
26,39.17
27,61.67
28,86.67
29,64.17
30,92.50

mean_accuracy,65.69
std_accuracy,16.39
train_time_s,11.00
avg_epoch_time_s,0.3503
early_stopped_epoch,19
mean_inference_time_per_trial_s,0.000022
