subject,accuracy
1,93.33
2,75.83
3,50.83
4,35.00
5,75.00
6,74.17
7,63.33
8,80.83
9,69.17
10,55.83
11,43.33
12,55.83
13,66.67
14,72.50
15,79.17
16,49.17
17,82.50
18,70.00
19,30.00
20,47.50
21,52.50
22,86.67
23,51.67
24,35.00
25,75.00
26,44.17
27,66.67
28,90.00
29,62.50
30,93.33

mean_accuracy,64.25
std_accuracy,17.76
train_time_s,91.73
avg_epoch_time_s,1.5140
early_stopped_epoch,50
mean_inference_time_per_trial_s,0.000101
