n_groups,n_repeats,avg,std,elapsed_time_sec
1,100,73.9027777777778,13.992798798306097,4295.779505491257
1,150,73.41666666666666,14.044159851195298,7558.25528550148
1,200,73.83333333333331,13.475114237130002,7341.901671171188
3,100,72.33333333333331,12.932159167777852,2749.8275604248047
3,150,72.16666666666667,13.951138278264581,3572.916234731674
3,200,72.69444444444443,13.204557527845182,4476.573215007782
