subj,acc
1,90.0
2,85.0
3,73.33333333333333
4,50.833333333333336
5,81.66666666666667
6,72.5
7,74.16666666666667
8,90.0
9,80.83333333333333
10,60.833333333333336
11,59.166666666666664
12,62.5
13,69.16666666666667
14,83.33333333333333
15,81.66666666666667
16,75.0
17,77.5
18,70.83333333333333
19,38.333333333333336
20,68.33333333333333
21,55.833333333333336
22,83.33333333333333
23,66.66666666666667
24,70.83333333333333
25,88.33333333333333
26,48.333333333333336
27,67.5
28,85.83333333333333
29,72.5
30,94.16666666666667
31,90.0
32,49.166666666666664
33,85.0
34,63.333333333333336
35,79.16666666666667
36,79.16666666666667
37,88.33333333333333
38,93.33333333333333
39,55.0
40,85.0
41,90.83333333333333
42,60.0
43,78.33333333333333
44,60.833333333333336
45,75.83333333333333
46,93.33333333333333
47,89.16666666666667
48,59.166666666666664
49,71.66666666666667
50,66.66666666666667
51,87.5
52,93.33333333333333
53,55.833333333333336
54,80.83333333333333
55,60.833333333333336
56,66.66666666666667
57,53.333333333333336
58,72.5
59,90.83333333333333
60,76.66666666666667

elapsed_time_sec,7341.90
