subj,acc
1,90.83333333333333
2,75.83333333333333
3,71.66666666666667
4,46.666666666666664
5,81.66666666666667
6,70.83333333333333
7,68.33333333333333
8,86.66666666666667
9,76.66666666666667
10,59.166666666666664
11,60.833333333333336
12,54.166666666666664
13,65.0
14,85.0
15,80.83333333333333
16,75.0
17,79.16666666666667
18,71.66666666666667
19,35.833333333333336
20,65.83333333333333
21,55.833333333333336
22,85.0
23,59.166666666666664
24,71.66666666666667
25,89.16666666666667
26,50.0
27,70.83333333333333
28,90.0
29,67.5
30,94.16666666666667
31,91.66666666666667
32,50.833333333333336
33,79.16666666666667
34,62.5
35,80.83333333333333
36,78.33333333333333
37,88.33333333333333
38,94.16666666666667
39,56.666666666666664
40,87.5
41,91.66666666666667
42,58.333333333333336
43,75.83333333333333
44,61.666666666666664
45,76.66666666666667
46,93.33333333333333
47,94.16666666666667
48,54.166666666666664
49,69.16666666666667
50,68.33333333333333
51,91.66666666666667
52,94.16666666666667
53,58.333333333333336
54,74.16666666666667
55,56.666666666666664
56,70.83333333333333
57,54.166666666666664
58,67.5
59,91.66666666666667
60,75.0

elapsed_time_sec,3400.91
