subj,acc
1,91.66666666666667
2,74.16666666666667
3,66.66666666666667
4,46.666666666666664
5,78.33333333333333
6,70.0
7,66.66666666666667
8,84.16666666666667
9,75.83333333333333
10,62.5
11,56.666666666666664
12,55.0
13,62.5
14,79.16666666666667
15,77.5
16,68.33333333333333
17,76.66666666666667
18,71.66666666666667
19,34.166666666666664
20,65.83333333333333
21,54.166666666666664
22,73.33333333333333
23,55.0
24,73.33333333333333
25,87.5
26,47.5
27,64.16666666666667
28,88.33333333333333
29,68.33333333333333
30,93.33333333333333
31,90.83333333333333
32,52.5
33,83.33333333333333
34,58.333333333333336
35,78.33333333333333
36,82.5
37,88.33333333333333
38,90.0
39,53.333333333333336
40,88.33333333333333
41,90.83333333333333
42,57.5
43,77.5
44,58.333333333333336
45,76.66666666666667
46,86.66666666666667
47,90.83333333333333
48,55.833333333333336
49,65.0
50,65.0
51,84.16666666666667
52,92.5
53,55.833333333333336
54,73.33333333333333
55,56.666666666666664
56,71.66666666666667
57,56.666666666666664
58,67.5
59,85.83333333333333
60,71.66666666666667

elapsed_time_sec,2380.26
