subject,accuracy
1,98.33
2,85.83
3,58.33
4,41.67
5,80.00
6,69.17
7,67.50
8,85.83
9,71.67
10,54.17
11,50.83
12,59.17
13,61.67
14,68.33
15,85.00
16,66.67
17,82.50
18,73.33
19,31.67
20,51.67
21,52.50
22,80.83
23,58.33
24,49.17
25,75.00
26,54.17
27,65.00
28,83.33
29,61.67
30,94.17

mean_accuracy,67.25
std_accuracy,15.83
train_time_s,233.21
avg_epoch_time_s,2.5815
early_stopped_epoch,80
mean_inference_time_per_trial_s,0.000106
