subject,accuracy
1,85.00
2,71.67
3,58.33
4,46.67
5,73.33
6,73.33
7,68.33
8,82.50
9,70.83
10,55.83
11,56.67
12,58.33
13,66.67
14,79.17
15,81.67
16,75.00
17,76.67
18,70.83
19,40.00
20,72.50
21,55.83
22,76.67
23,52.50
24,64.17
25,79.17
26,58.33
27,63.33
28,85.83
29,61.67
30,92.50

mean_accuracy,68.44
std_accuracy,12.34
train_time_s,12.91
