subject,accuracy
1,79.17
2,59.17
3,54.17
4,31.67
5,62.50
6,64.17
7,60.00
8,70.83
9,57.50
10,41.67
11,51.67
12,56.67
13,64.17
14,61.67
15,74.17
16,70.83
17,52.50
18,59.17
19,45.00
20,66.67
21,48.33
22,58.33
23,60.00
24,57.50
25,75.00
26,41.67
27,53.33
28,70.83
29,51.67
30,94.17

mean_accuracy,59.81
std_accuracy,12.51
train_time_s,13.07
