subject,accuracy
1,94.17
2,77.50
3,56.67
4,41.67
5,79.17
6,74.17
7,75.83
8,83.33
9,69.17
10,57.50
11,50.83
12,61.67
13,60.83
14,76.67
15,86.67
16,61.67
17,81.67
18,65.83
19,32.50
20,70.00
21,54.17
22,84.17
23,60.00
24,54.17
25,80.00
26,38.33
27,70.00
28,87.50
29,65.00
30,93.33

mean_accuracy,68.14
std_accuracy,15.80
train_time_s,15.67
avg_epoch_time_s,0.3890
early_stopped_epoch,28
mean_inference_time_per_trial_s,0.000042
