subject,accuracy
1,95.83
2,71.67
3,46.67
4,37.50
5,71.67
6,65.83
7,64.17
8,74.17
9,62.50
10,49.17
11,41.67
12,52.50
13,48.33
14,79.17
15,76.67
16,62.50
17,79.17
18,64.17
19,31.67
20,65.00
21,48.33
22,72.50
23,57.50
24,40.83
25,84.17
26,36.67
27,60.00
28,90.00
29,66.67
30,88.33

mean_accuracy,62.83
std_accuracy,16.93
train_time_s,61.90
avg_epoch_time_s,0.6101
early_stopped_epoch,100
mean_inference_time_per_trial_s,0.000037
