subject,accuracy
1,97.50
2,77.50
3,52.50
4,37.50
5,75.83
6,66.67
7,60.00
8,85.83
9,65.00
10,51.67
11,46.67
12,55.00
13,64.17
14,79.17
15,79.17
16,60.00
17,77.50
18,70.00
19,34.17
20,53.33
21,53.33
22,81.67
23,49.17
24,55.00
25,80.83
26,42.50
27,60.00
28,91.67
29,69.17
30,95.00

mean_accuracy,65.58
std_accuracy,16.79
train_time_s,81.23
