subject,accuracy
1,94.17
2,80.00
3,65.00
4,45.83
5,79.17
6,70.00
7,74.17
8,90.83
9,78.33
10,64.17
11,59.17
12,61.67
13,70.00
14,78.33
15,90.83
16,69.17
17,84.17
18,75.83
19,43.33
20,63.33
21,55.00
22,79.17
23,56.67
24,73.33
25,85.83
26,59.17
27,64.17
28,90.83
29,69.17
30,95.00

mean_accuracy,72.19
std_accuracy,13.68
train_time_s,12.23
