subject,accuracy
1,95.00
2,75.83
3,63.33
4,45.00
5,75.00
6,73.33
7,74.17
8,84.17
9,68.33
10,58.33
11,49.17
12,64.17
13,66.67
14,74.17
15,88.33
16,68.33
17,84.17
18,68.33
19,39.17
20,63.33
21,55.83
22,80.83
23,58.33
24,60.00
25,83.33
26,44.17
27,65.00
28,82.50
29,73.33
30,98.33

mean_accuracy,69.33
std_accuracy,14.55
train_time_s,23.66
