subject,accuracy
1,93.33
2,81.67
3,50.00
4,40.83
5,74.17
6,70.83
7,65.83
8,76.67
9,70.83
10,45.00
11,43.33
12,53.33
13,65.00
14,69.17
15,80.00
16,60.00
17,79.17
18,69.17
19,35.00
20,47.50
21,53.33
22,83.33
23,57.50
24,41.67
25,76.67
26,45.83
27,62.50
28,86.67
29,66.67
30,95.83

mean_accuracy,64.69
std_accuracy,16.48
train_time_s,101.25
