subject,accuracy
1,92.50
2,75.00
3,44.17
4,35.00
5,64.17
6,70.00
7,64.17
8,81.67
9,62.50
10,44.17
11,47.50
12,53.33
13,55.83
14,68.33
15,77.50
16,62.50
17,75.00
18,74.17
19,40.83
20,63.33
21,60.00
22,66.67
23,60.00
24,45.83
25,78.33
26,35.83
27,60.00
28,85.83
29,72.50
30,87.50

mean_accuracy,63.47
std_accuracy,15.32
train_time_s,59.83
