subject,accuracy
1,95.00
2,81.67
3,57.50
4,46.67
5,80.00
6,75.83
7,74.17
8,88.33
9,70.00
10,54.17
11,52.50
12,65.00
13,73.33
14,77.50
15,84.17
16,61.67
17,80.00
18,75.83
19,34.17
20,70.83
21,55.00
22,84.17
23,58.33
24,57.50
25,90.00
26,49.17
27,64.17
28,90.00
29,67.50
30,97.50

mean_accuracy,70.39
std_accuracy,15.57
train_time_s,21.68
avg_epoch_time_s,0.5351
early_stopped_epoch,29
mean_inference_time_per_trial_s,0.000026
