subject,accuracy
1,85.83
2,51.67
3,49.17
4,35.83
5,65.83
6,68.33
7,60.83
8,70.00
9,54.17
10,53.33
11,35.83
12,49.17
13,57.50
14,70.00
15,67.50
16,41.67
17,65.00
18,67.50
19,29.17
20,50.83
21,52.50
22,65.00
23,50.83
24,50.83
25,61.67
26,33.33
27,58.33
28,76.67
29,59.17
30,77.50

mean_accuracy,57.17
std_accuracy,13.58
train_time_s,13.08
